Date of Data,Recipient/Sub-Recipient Name,Recipient/Sub-Recipient Address,Recipient/Sub-Recipient City,Recipient/Sub-Recipient State Abbreviation,Recipient/Sub-Recipient ZIP Code,HAB Provider Type Description,Received Part A Funding Indicator,Part A Grantee Name,Part A Grant Number,Received Part B Funding Indicator,Part B Grantee Name,Part B Grant Number,Received Part C Funding Indicator,Part C Grantee Name,Part C Grant Number,Received Part D Funding Indicator,Part D Grantee Name,Part D Grant Number,Reporting Year,HHS Region Number,HHS Region Code,HHS Region Name,State Federal Information Processing Standard Code,State Name,State County FIPS Code,County FIPS,County or County Equivalent Name,County Description,County within 100 Kilometers of U.S. - Mexico Border Indicator,U.S. - Mexico Border 100 Kilometer Status Indicator,U.S. - Mexico Border County Indicator,Complete County Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,Congress Number Text,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,U.S. Congressional Representative Title,U.S. Representative Party Code,U.S. House of Representatives Member Website,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common County Name with State Abbreviation,Common HHS Region Code,Common HHS Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State FIPS Code Congressional District Number,Common State Name,Common Postal Code,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,RWHAP Funded Services
03/25/2024,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,4300 Cherry Creek South Dr,Denver,CO,80246-1523,Health department,Y,,,Y,,X07HA00056 / X08HA40,Y,,,Y,,,2023,8,08,Region 8,08,Colorado,08005,005,Arapahoe,County            ,N,N,N,Arapahoe County,Michael F. Bennet,John W. Hickenlooper,118,01,Colorado District 01,0801,Diana DeGette,Representative,D,https://degette.house.gov,-104.93814547,39.70564486,"Denver, CO",Colorado District 01,118,"Arapahoe County, CO",08,Region 8,CO,08005,08,0801,Colorado,80246,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Linguistics services; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services; Substance abuse services-residential; Other Professional Services
03/25/2024,DEPARTMENT OF PUBLIC HEALTH CONNECTICUT,,,,,Health department,Y,,,Y,,X07HA00022 / X08HA46,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Administrative or technical support; Fiscal intermediary support; Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Medical transportation services
03/25/2024,EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,417 Federal St STE 1,Dover,DE,19901-3635,Health department,Y,,,Y,,X07HA00081 / X08HA45,Y,,,Y,,,2023,3,03,Region 3,10,Delaware,10001,001,Kent,County            ,N,N,N,Kent County,Thomas R. Carper,Christopher A. Coons,118,00,Delaware At Large,1000,Lisa Blunt Rochester,Representative,D,https://bluntrochester.house.gov,-75.52153694,39.15560915,"Dover, DE",Delaware At Large,118,"Kent County, DE",03,Region 3,DE,10001,10,1000,Delaware,19901,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Home and community-based health services; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Health education/risk reduction; Housing services; Medical transportation services; Outreach services
03/25/2024,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,200 Piedmont Ave SE,Atlanta,GA,30334-9032,Health department,Y,,,Y,,X07HA22709 / X08HA28,Y,,,Y,,,2023,4,04,Region 4,13,Georgia,13121,121,Fulton,County            ,N,N,N,Fulton County,Jon Ossoff,Raphael G. Warnock,118,05,Georgia District 05,1305,Nikema Williams,Representative,D,https://nikemawilliams.house.gov,-84.38662951,33.75020013,"Atlanta, GA",Georgia District 05,118,"Fulton County, GA",04,Region 4,GA,13121,13,1305,Georgia,30334,07/18/2024,2024/07/18,Administrative or technical support; Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Linguistics services; Medical transportation services; Psychosocial support services
03/25/2024,GOVERNMENT OF GUAM- DEPARTMENT OF ADMINISTRATION,155 Hesler Pl,Hagatna,GU,96910-5004,Health department,Y,,,Y,DEPARTMENT OF PUBLIC HEALTH &  SOCIAL SERVICES,X07HA00052,Y,,,Y,,,2023,9,09,Region 9,66,Guam,66010,010,Guam,County            ,N,N,N,Guam,Not Determined,Not Determined,118,98,Guam Delegate,6698,Michael F. Q. San Nicolas,Delegate,D,Unknown,144.74883046,13.47551746,"Hagatna, GU",Guam Delegate,118,"Guam, GU",09,Region 9,GU,66010,66,6698,Guam,96910,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Other fiscal services; Capacity development; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Medical case management (including treatment adherence); Food bank/home-delivered meals; Medical transportation services; Outreach services
03/25/2024,"BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICES, INCORPORATED",,,,,Publicly funded community health center,Y,,,Y,"Health and Environmental Control, South Carolina Department of",X07HA00038,Y,"BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICES, INCORPORATED",H76HA00206,Y,Eau Claire Cooperative Health Center,H12HA31110,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Quality management; Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Medical transportation services; Referral for health care/supportive services
03/25/2024,VENICE FAMILY CLINIC,604 Rose Ave,Venice,CA,90291-2767,Publicly funded community health center,Y,COUNTY OF LOS ANGELES,H89HA00016,Y,,,Y,Venice Family Clinic,H76HA00207,Y,,,2023,9,09,Region 9,06,California,06037,037,Los Angeles,County            ,N,N,N,Los Angeles County,Dianne Feinstein,Alex Padilla,118,36,California District 36,0636,Ted Lieu,Representative,D,https://lieu.house.gov/,-118.47164858,33.99928812,"Venice, CA",California District 36,118,"Los Angeles County, CA",09,Region 9,CA,06037,06,0636,California,90291,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Referral for health care/supportive services
03/25/2024,"LIVWELL COMMUNITY HEALTH SERVICES, INC.",1903 Broadway St,Paducah,KY,42001-7105,Other community-based service organization (CBO),Y,,,Y,"Health & Family Services, Kentucky Cabinet for",X07HA00008,Y,"Livwell Community Health Services, Inc.",H76HA00208,Y,,,2023,4,04,Region 4,21,Kentucky,21145,145,McCracken,County            ,N,N,N,McCracken County,Mitch McConnell,Rand Paul,118,01,Kentucky District 01,2101,James Comer,Representative,R,https://comer.house.gov/,-88.61989026,37.07792696,"Paducah, KY",Kentucky District 01,118,"McCracken County, KY",04,Region 4,KY,21145,21,2101,Kentucky,42001,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Capacity development; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Home and community-based health services; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Housing services; Linguistics services; Medical transportation services; Psychosocial support services; Referral for health care/supportive services; Substance abuse services-residential; Other Professional Services; Ending the HIV Epidemic Services
03/25/2024,THE UNIVERSITY OF IOWA,,,,,Hospital or university-based clinic,Y,,,Y,"PUBLIC HEALTH, IOWA DEPARTMENT OF",X07HA00005,Y,"UNIVERSITY OF IOWA, THE",H76HA00209,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Home health care; Mental health services; Medical case management (including treatment adherence); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Medical transportation services; Psychosocial support services; Referral for health care/supportive services
03/25/2024,NORTH BROWARD HOSPITAL DISTRICT,1800 NW 49th St,Fort Lauderdale,FL,33309-3092,Hospital or university-based clinic,Y,"Broward, County of",H89HA00002,Y,,,Y,North Broward Hospital District,H76HA00210,Y,,,2023,4,04,Region 4,12,Florida,12011,011,Broward,County            ,N,N,N,Broward County,Marco Rubio,Rick Scott,118,20,Florida District 20,1220,Sheila Cherfilus-McCormick,Representative,D,https://cherfilus-mccormick.house.gov/,-80.16629834,26.18570577,"Fort Lauderdale, FL",Florida District 20,118,"Broward County, FL",04,Region 4,FL,12011,12,1220,Florida,33309,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Early intervention services (Parts A and B); Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Medical transportation services; Referral for health care/supportive services
03/25/2024,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,1001 Emmet St N,Charlottesville,VA,22903-4833,Hospital or university-based clinic,Y,,,Y,"HEALTH, VIRGINIA DEPARTMENT OF",X07HA00009,Y,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,H76HA04385,Y,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,H12HA24864,2023,3,03,Region 3,51,Virginia,51540,540,Charlottesville City,City              ,N,N,N,Charlottesville City,Mark R. Warner,Tim Kaine,118,05,Virginia District 05,5105,Bob Good,Representative,R,https://good.house.gov,-78.5017755,38.05015024,"Charlottesville, VA",Virginia District 05,118,"Charlottesville City, VA",03,Region 3,VA,51540,51,5105,Virginia,22903,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Child care services; Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Medical transportation services; Psychosocial support services; Substance abuse services-residential
03/25/2024,UNIVERSITY OF UTAH,201 Presidents Cir,Salt Lake City,UT,84112-9049,Hospital or university-based clinic,Y,,,Y,DEPARTMENT OF HEALTH UTAH,X07HA00032,Y,"University Of Utah, The",H76HA00470,Y,"University Of Utah, The",H12HA24839,2023,8,08,Region 8,49,Utah,49035,035,Salt Lake,County            ,N,N,N,Salt Lake County,Mike Lee,Mitt Romney,118,01,Utah District 01,4901,Blake D. Moore,Representative,R,https://blakemoore.house.gov,-111.84942581,40.76500396,"Salt Lake City, UT",Utah District 01,118,"Salt Lake County, UT",08,Region 8,UT,49035,49,4901,Utah,84112,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Medical case management (including treatment adherence); Case management (non-medical); Medical transportation services; Outreach services; Psychosocial support services
03/25/2024,THE ST LUKES-ROOSEVELT HOSPITAL CENTER,1111 Amsterdam Ave,New York,NY,10025-8999,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,ST LUKE'S-ROOSEVELT HOSPITAL CENTER,H76HA00496,Y,ST LUKE'S-ROOSEVELT HOSPITAL CENTER,H12HA24851,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.96156116,40.80577102,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10025,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Food bank/home-delivered meals; Health education/risk reduction; Outreach services; Referral for health care/supportive services
03/25/2024,DIGNITY HEALTH DBA SAINT MARY MEDICAL CENTER,1043 Elm Ave,Long Beach,CA,90813-3271,Substance abuse treatment center,Y,,,Y,,,Y,Dignity Health,H76HA00510,Y,,,2023,9,09,Region 9,06,California,06037,037,Los Angeles,County            ,N,N,N,Los Angeles County,Dianne Feinstein,Alex Padilla,118,42,California District 42,0642,Robert Garcia,Representative,D,https://robertgarcia.house.gov,-118.18800749,33.77965699,"Long Beach, CA",California District 42,118,"Los Angeles County, CA",09,Region 9,CA,06037,06,0642,California,90813,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Medical nutrition therapy; Outreach services; Referral for health care/supportive services
03/25/2024,"NORTHERN NEVADA HIV OUTPATIENT PROGRAM, EDUCATION AND SERVICES",580 W 5th St,Reno,NV,89503-4407,Publicly funded community health center,Y,,,Y,NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,X07HA00001,Y,"NORTHERN NEVADA HIV OUTPATIENT PROGRAM, EDUCATION AND SERVICES",H76HA00511,Y,"NORTHERN NEVADA HIV OUTPATIENT PROGRAM, EDUCATION AND SERVICES",H12HA24816,2023,9,09,Region 9,32,Nevada,32031,031,Washoe,County            ,N,N,N,Washoe County,Catherine Cortez Masto,Jacky Rosen,118,02,Nevada District 02,3202,Mark E. Amodei,Representative,R,https://amodei.house.gov,-119.82179841,39.52984608,"Reno, NV",Nevada District 02,118,"Washoe County, NV",09,Region 9,NV,32031,32,3202,Nevada,89503,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Housing services; Linguistics services; Medical transportation services; Psychosocial support services; Referral for health care/supportive services
03/25/2024,COUNTRY DOCTOR COMMUNITY CLINIC,500 19th Ave E,Seattle,WA,98112-4007,Publicly funded community health center,Y,,,Y,"HEALTH, WASHINGTON STATE DEPARTMENT OF",X07HA00083,Y,Country Doctor Community Clinic,H76HA00518,Y,,,2023,10,10,Region 10,53,Washington,53033,033,King,County            ,N,N,N,King County,Patty Murray,Maria Cantwell,118,07,Washington District 07,5307,Pramila Jayapal,Representative,D,https://jayapal.house.gov,-122.30726899,47.62341991,"Seattle, WA",Washington District 07,118,"King County, WA",10,Region 10,WA,53033,53,5307,Washington,98112,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Early intervention services (Parts A and B); Medical case management (including treatment adherence); Case management (non-medical)
03/25/2024,UNIVERSITY OF ILLINOIS,809 S Marshfield Ave,Chicago,IL,60612-4305,Hospital or university-based clinic,Y,,,Y,"Public Health, Illinois Department Of",X07HA00013,Y,,H76HA00519 / H76HA00,Y,UNIVERSITY OF ILLINOIS,H12HA24826,2023,5,05,Region 5,17,Illinois,17031,031,Cook,County            ,N,N,N,Cook County,Richard J. Durbin,Tammy Duckworth,118,07,Illinois District 07,1707,Danny K. Davis,Representative,D,https://davis.house.gov,-87.66772802,41.87029242,"Chicago, IL",Illinois District 07,118,"Cook County, IL",05,Region 5,IL,17031,17,1707,Illinois,60612,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Capacity development; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Housing services; Linguistics services; Medical transportation services; Outreach services; Other Professional Services
03/25/2024,CAMBRIDGE PUBLIC HEALTH COMMISSION,,,,,Hospital or university-based clinic,Y,Boston Public Health Commission,H89HA00011,Y,,,Y,CAMBRIDGE PUBLIC HEALTH COMMISSION,H76HA00520,Y,"Dimock Community Health Center, Inc.",H12HA24846,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Medical transportation services
03/25/2024,"BRONX COMMUNITY HEALTH NETWORK, INC.",1 Fordham Plz,Bronx,NY,10458-5871,Substance abuse treatment center,Y,,,Y,,,Y,"Bronx Community Health Network, Inc",H76HA00521,Y,,,2023,2,02,Region 2,36,New York,36005,005,Bronx,County            ,N,N,N,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,118,15,New York District 15,3615,Ritchie Torres,Representative,D,https://ritchietorres.house.gov,-73.89010786,40.86076754,"Bronx, NY",New York District 15,118,"Bronx County, NY",02,Region 2,NY,36005,36,3615,New York,10458,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Capacity development; Quality management; Outpatient/ambulatory medical care; Home and community-based health services; Mental health services; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Health education/risk reduction; Psychosocial support services; Referral for health care/supportive services
03/25/2024,"COASTAL FAMILY HEALTH CENTER, INC.",1046 Division St,Biloxi,MS,39530-2935,Publicly funded community health center,Y,,,Y,,,Y,"Coastal Family Health Center, Inc.",H76HA00527,Y,,,2023,4,04,Region 4,28,Mississippi,28047,047,Harrison,County            ,N,N,N,Harrison County,Roger F. Wicker,Cindy Hyde-Smith,118,04,Mississippi District 04,2804,Mike Ezell,Representative,R,https://ezell.house.gov,-88.900652,30.40351348,"Biloxi, MS",Mississippi District 04,118,"Harrison County, MS",04,Region 4,MS,28047,28,2804,Mississippi,39530,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Mental health services; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Health education/risk reduction; Linguistics services; Medical transportation services; Outreach services; Referral for health care/supportive services
03/25/2024,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,,,,,Hospital or university-based clinic,Y,,,Y,,,Y,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,H76HA00529,Y,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,H12HA24831,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Other fiscal services; Capacity development; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Food bank/home-delivered meals; Medical transportation services; Outreach services
03/25/2024,EQUITAS HEALTH INC,"1105 Schrock Rd, Ste 400",Columbus,OH,43229-1174,Other community-based service organization (CBO),Y,"COLUMBUS, CITY OF",H89HA25698,Y,"Health, Ohio Department of",X07HA00016,Y,,H76HA00531 / H76HA31,Y,,,2023,5,05,Region 5,39,Ohio,39049,049,Franklin,County            ,N,N,N,Franklin County,Sherrod Brown,J.D. Vance,118,03,Ohio District 03,3903,Joyce Beatty,Representative,D,https://beatty.house.gov,-82.9859813,40.10408356,"Columbus, OH",Ohio District 03,118,"Franklin County, OH",05,Region 5,OH,39049,39,3903,Ohio,43229,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Linguistics services; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services; Ending the HIV Epidemic Services
03/25/2024,"CENTRO DE SALUD FAMILIAR DR. JULIO PALMIERI FERRI, INC",,,,,Publicly funded community health center,Y,,,Y,,,Y,"Centro De Salud Familiar Dr. Julio Palmieri Ferri, Inc.",H76HA00533,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Medical transportation services; Outreach services
03/25/2024,NEW HORIZON FAMILY HEALTH SERVICES INC,975 W Faris Rd,Greenville,SC,29605-4241,Other facility,Y,,,Y,,,Y,"New Horizon Family Health Services, Inc",H76HA00542,Y,,,2023,4,04,Region 4,45,South Carolina,45045,045,Greenville,County            ,N,N,N,Greenville County,Lindsey Graham,Tim Scott,118,04,South Carolina District 04,4504,"William R. Timmons, IV",Representative,R,https://timmons.house.gov/,-82.41412595,34.81631707,"Greenville, SC",South Carolina District 04,118,"Greenville County, SC",04,Region 4,SC,45045,45,4504,South Carolina,29605,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Linguistics services; Medical transportation services
03/25/2024,"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC",6114 US Highway 301 S,Four Oaks,NC,27524-7417,Publicly funded community health center,Y,,,Y,"Health & Human Services, North Carolina Department Of",X07HA00051,Y,"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC",H76HA00547,Y,"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC",H12HA24821,2023,4,04,Region 4,37,North Carolina,37101,101,Johnston,County            ,N,N,N,Johnston County,Thom Tillis,Thom Tillis,118,13,North Carolina District 13,3713,Wiley Nickel,Representative,D,https://nickel.house.gov,-78.42402564,35.44609136,"Four Oaks, NC",North Carolina District 13,118,"Johnston County, NC",04,Region 4,NC,37101,37,3713,North Carolina,27524,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Other fiscal services; Quality management; Outpatient/ambulatory medical care; Oral health care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Medical transportation services; Referral for health care/supportive services
03/25/2024,ACCESS COMMUNITY HEALTH NETWORK,600 W Fulton St STE 200,Chicago,IL,60661-1262,Publicly funded community health center,Y,"CHICAGO, CITY OF",H89HA00008,Y,,,Y,Access Community Health Network,H76HA00550,Y,Access Community Health Network,H12HA24789,2023,5,05,Region 5,17,Illinois,17031,031,Cook,County            ,N,N,N,Cook County,Richard J. Durbin,Tammy Duckworth,118,07,Illinois District 07,1707,Danny K. Davis,Representative,D,https://davis.house.gov,-87.64324297,41.8868375,"Chicago, IL",Illinois District 07,118,"Cook County, IL",05,Region 5,IL,17031,17,1707,Illinois,60661,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Outreach services; Psychosocial support services
03/25/2024,VIRGINIA COMMONWEALTH UNIVERSITY,800 E Leigh St,Richmond,VA,23219-1551,Substance abuse treatment center,Y,,,Y,,,Y,Virginia Commonwealth University,H76HA00555,Y,,,2023,3,03,Region 3,51,Virginia,51760,760,Richmond City,City              ,N,N,N,Richmond City,Mark R. Warner,Tim Kaine,118,04,Virginia District 04,5104,(Vacancy),Representative,,https://clerk.house.gov/member_info/vacancies.aspx,-77.43161794,37.5439542,"Richmond, VA",Virginia District 04,118,"Richmond City, VA",03,Region 3,VA,51760,51,5104,Virginia,23219,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Medical transportation services; Outreach services; Referral for health care/supportive services; Other Professional Services
03/25/2024,LANCASTER GENERAL HOSPITAL,555 N Duke St,Lancaster,PA,17602-2250,Hospital or university-based clinic,Y,,,Y,"Health, Pennsylvania Department Of",X07HA00021,Y,"Lancaster General Hospital, The",H76HA00556,Y,,,2023,3,03,Region 3,42,Pennsylvania,42071,071,Lancaster,County            ,N,N,N,Lancaster County,"Robert P. Casey, Jr.",Patrick J. Toomey,118,11,Pennsylvania District 11,4211,Lloyd Smucker,Representative,R,https://smucker.house.gov/,-76.30528973,40.04691634,"Lancaster, PA",Pennsylvania District 11,118,"Lancaster County, PA",03,Region 3,PA,42071,42,4211,Pennsylvania,17602,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Medical case management (including treatment adherence); Case management (non-medical); Food bank/home-delivered meals; Housing services; Medical transportation services; Outreach services
03/25/2024,AIDS CARE GROUP,2304 Edgmont Ave,Chester,PA,19013-5038,Other community-based service organization (CBO),Y,"PHILADELPHIA, CITY OF",H89HA00013,Y,"Health, Pennsylvania Department Of",X07HA00021,Y,AIDS Care Group,H76HA00565,Y,AIDS Care Group,H12HA24853,2023,3,03,Region 3,42,Pennsylvania,42045,045,Delaware,County            ,N,N,N,Delaware County,"Robert P. Casey, Jr.",Patrick J. Toomey,118,05,Pennsylvania District 05,4205,Mary Gay Scanlon,Representative,D,https://scanlon.house.gov/,-75.37050477,39.86423205,"Chester, PA",Pennsylvania District 05,118,"Delaware County, PA",03,Region 3,PA,42045,42,4205,Pennsylvania,19013,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Mental health services; Medical nutrition therapy; Substance abuse services-outpatient; Case management (non-medical); Food bank/home-delivered meals; Medical transportation services; Psychosocial support services
